Level,MapID,      X, Y,World,Answers,ValidWords
789,11,204,914,convert,cover|overt|covert|vector|convert|,cover|covet|tenor|overt|voter|cornet|covert|vector|convert|
790,11,268,888,analyst,nasal|nasty|atlas|analyst|,nasal|slant|nasty|atlas|salty|analyst|
791,11,274,818,derived,drive|diver|dried||derived|,drive|diver|dried|derive|deride|derived|
792,11,348,655,postage,paste|spate|stage|postage|,paste|spate|stage|postage|
793,11,356,552,capable,apace|place||palace|capable|,apace|place|cabal|cable|palace|capable|
794,11,457,461,elected,delete|elected|,elect|delete|elected|
795,11,491,352,citizen,incite|citizen|,incite|citizen|
796,11,545,544,anytime,meant|anytime|amenity|,meant|amity|enmity|anytime|amenity|
797,11,576,644,genetic,entice|genetic|,entice|genetic|
798,11,630,717,lecture,elect|truce|erect|lecture|,elect|lucre|cruel|ulcer|creel|truce|erect|lecture|
799,11,541,816,promise,impose|promise|,impose|promise|
800,12,359,882,tiffany,fifty|faint|nifty|tiffany|,fifty|faint|nifty|tiffany|
801,12,265,852,turning,ruing|tuning|turning|,ruing|tuning|turning|
802,12,160,885,visible,veils|lives|evils|visible|,veils|lives|evils|visible|
803,12,51,683,mercury,mercy|curry|mercury|,mercy|merry|recur|curry|mercury|
804,12,136,554,burning,bring|ruing|burning|,bring|ruing|burning|
805,12,249,599,coupons,scoop|snoop|coupons|,scoop|spoon|snoop|coupon|coupons|
806,12,301,653,passing,assign|passing|,assign|passing|
807,12,301,537,pottery,potty|poetry|pretty|pottery|,potty|petty|otter|potter|poetry|pretty|pottery|
808,12,289,457,anemic,mince|cinema|anemic|,mince|cinema|anemic|
809,12,327,406,resided,desire|reside|deride|resided|,desire|reside|deride|desired|derides|resided|
810,12,397,534,highest,height|eighth|highest|,height|eighth|highest|
811,12,451,532,assumes,amuses|masses|assumes|,assume|amuses|masses|assumes|
812,12,497,627,healing,neigh|angel|angle|genial|healing|,hinge|neigh|alien|agile|angel|angle|inhale|genial|healing|
813,12,577,636,venture,event|never|enter|tenure|venture|,event|venue|never|nerve|enter|neuter|tenure|venture|
814,12,596,579,rolling,groin|grill|login|rolling|,groin|grill|login|rolling|
815,12,695,537,arrived,raider|varied|driver|arrived|,arrive|raider|varied|driver|arrived|
816,11,250,756,treason,reason|ornate|senator|treason|,atones|reason|tenors|ornate|senator|treason|
817,11,176,743,lodging,doling|ogling|lodging|,doling|ogling|lodging|
818,11,112,770,stopped,posted|depots|stopped|,posted|despot|depots|topped|stopped|
819,11,107,861,tourist,roust|tutor|trout|strut|tourist|,tours|routs|roust|tutor|trout|stout|trios|riots|trots|trust|strut|suitor|tutors|trouts|tourist|
820,11,204,914,closely,solely|closely|,solely|closely|
821,11,268,888,visited,divest|tidies|visited|,divest|tidies|visited|
822,11,274,818,counsel,ounces|consul|clones|counsel|,ounces|consul|clones|uncles|counsel|
823,11,348,655,targets,grates|greats|treats|targets|,target|grates|greats|treats|targets|
824,11,356,552,invited,divine|invited|,invite|divine|invited|
825,11,457,461,framers,farmers|framers|,farmer|frames|farmers|framers|
826,11,491,352,esquire,squire|queries|esquire|,squire|queries|esquire|
827,11,545,544,eastern,senate|resent|earnest|eastern|,senate|enters|resent|easter|eaters|earnest|eastern|
828,11,576,644,cutlers,luster|rustle|result|cutlers|,ulcers|truces|eructs|luster|rustle|result|cluster|cutlers|
829,11,630,717,vendors,snored|vendors|,vendor|droves|drones|snored|vendors|
830,11,541,816,whereas,wheres|hearse|whereas|,wheres|hewers|washer|hearse|whereas|
831,12,359,882,partial,lariat|partial|,lariat|partial|
832,12,265,852,closeup,couples|closeup|,couple|couples|closeup|
833,12,160,885,ranking,grain|raking|ranking|,grain|raking|ranking|
834,12,51,683,sublime,imbues|sublime|,imbues|sublime|
835,12,136,554,trusted,utters|rusted|duster|trusted|,utters|rusted|rudest|duster|rutted|trusted|
836,12,249,599,knowing,owing|owning|knowing|,known|owing|owning|knowing|
837,12,301,653,dancing,caning|dancing|,caning|dancing|
838,12,301,537,publish,pubis|blush|publish|,pubis|plush|blush|publish|
839,12,289,457,pioneer,ripen|reopen|pioneer|,ripen|prone|repine|reopen|pioneer|
840,12,327,406,acrobat,cobra|actor|carat|acrobat|,cobra|actor|carat|abort|aorta|acrobat|
841,12,397,534,thermal,halter|lather|thermal|,halter|lather|hamlet|armlet|thermal|
842,12,451,532,telling,inlet|legit|tingle|telling|,inlet|legit|tinge|glint|lintel|tingle|telling|
843,12,497,627,coastal,coast|atlas|coastal|,coast|coats|coals|colts|clots|atlas|coastal|
844,12,577,636,laundry,lunar|laundry|,lunar|laundry|
845,12,596,579,segment,genes|tense|segment|,genes|meets|metes|teems|teens|tense|segment|
846,12,695,537,insight,sting|night|thing|sight|insight|,sting|hints|thins|night|thing|sight|siting|nights|things|insight|
847,11,250,756,secrets,recess|secrets|,secret|erects|recess|crests|steers|esters|secrets|
848,11,176,743,glasses,glass|sages|glasses|,glass|slags|gales|gases|sages|sales|lasses|glasses|
849,11,112,770,baleens,sable|easel|enable|baleens|,beans|leans|lanes|bales|sable|easel|lease|enable|enables|baleens|
850,11,107,861,rebuild,bridle|builder|rebuild|,buried|burled|bridle|builder|rebuild|
851,11,204,914,outcome,comet|outcome|,comet|outcome|
852,11,268,888,swatter,waster|waters|treats|swatter|,waster|waters|treats|swatter|
853,11,274,818,centers,center|screen|erects|centers|,center|recent|screen|erects|secret|enters|resent|centers|
854,11,348,655,charger,reach|archer|charger|,reach|grace|charge|archer|charger|
855,11,356,552,cooling,logic|cling|login|cooling|,colon|logic|cling|igloo|login|logion|cooling|
856,11,457,461,hoppers,shore|horse|spore|prose|hoppers|,hopes|shore|horse|popes|props|spore|prose|ropes|preps|hopper|shopper|hoppers|
857,11,491,352,divorce,video|drove|voice|voiced|divorce|,video|diver|drive|cider|cried|drove|roved|credo|voice|cover|voiced|divorce|
858,11,545,544,telecom,elect|emote|comet|omelet|,elect|emote|comet|omelet|
859,11,576,644,exposed,poxes|posed|speed|exposed|,poxes|posed|speed|expose|depose|exposed|
860,11,630,717,founded,found|funded|founded|,found|funded|founded|
861,11,541,816,trained,retain|ranted|rained|trained|,retain|tirade|ranted|ardent|detain|rained|trained|
862,12,359,882,tobacco,taboo|cocoa|tobacco|,taboo|cocoa|tobacco|
863,12,265,852,pension,pines|peons|opens|ponies|pension|,pines|spine|snipe|peons|opens|poise|noise|ponies|pension|
864,12,160,885,somehow,moose|whose|somehow|,moose|whose|somehow|
865,12,51,683,worship,prows|whirs|whips|worship|,prows|whirs|whips|worship|
866,12,136,554,herself,heels|reels|flees|herself|,sheer|fresh|heels|shelf|flesh|reels|reefs|frees|feels|flees|herself|
867,12,249,599,damages,dames|meads|games|adages|damages|,dames|meads|adage|games|damage|adages|damages|
868,12,301,653,revised,divers|drives|sieved|versed|served|derives|revised|,divers|drives|derive|devise|sieved|desire|reside|versed|served|revise|diverse|derives|revised|
869,12,301,537,passion,pains|spins|pianos|passion|,soaps|spans|snaps|pains|piano|spins|snips|oasis|pianos|passion|
870,12,289,457,patches,aspect|cheats|patches|,aspect|chaste|cheats|sachet|patches|
871,12,327,406,insider,diners|rinsed|irides|insider|,inside|diners|rinsed|irides|insider|
872,12,397,534,elapsed,pealed|leaped|leased|pleased|elapsed|,please|elapse|asleep|pleads|pedals|lapsed|pealed|leaped|leased|pleased|elapsed|
873,12,451,532,genuine,engine|genuine|,genie|engine|genuine|
874,12,497,627,baskets,bastes|beasts|stakes|steaks|baskets|,basket|bastes|basset|beasts|skates|stakes|steaks|baskets|
875,12,577,636,bristol,boils|blots|orbits|broils|bristol|,orbit|broil|obits|boils|bolts|blots|riots|trios|roils|loris|toils|bistro|orbits|broils|bristol|
876,12,596,579,studied,suited|duties|dusted|studied|,suited|duties|dusted|studied|
877,12,695,537,profits,trips|forts|riots|trios|rifts|profits|,sport|trips|strip|posit|frost|forts|riots|trios|rifts|first|profit|profits|
878,11,250,756,florist,flits|lifts|forts|toils|flirts|florist|,foils|lofts|flirt|flits|lifts|forts|frost|first|rifts|loris|toils|riots|trios|flirts|florist|
879,11,176,743,funeral,lunar|unreal|neural|funeral|,feral|flare|lunar|learn|unreal|neural|funeral|
880,11,112,770,enjoyed,needy|joyed|enjoyed|,enjoy|needy|joyed|enjoyed|
881,11,107,861,francis,fairs|rains|francs|francis|,franc|scarf|fairs|rains|francs|francis|
882,11,204,914,noticed,noted|toned|cited|coined|noticed|,tonic|noted|toned|cited|edict|notice|coined|noticed|
883,11,268,888,signals,slings|snails|signals|,signal|assign|slings|snails|signals|
884,11,274,818,symbols,mossy|bossy|slobs|symbols|,mossy|bossy|slobs|symbol|symbols|
885,11,348,655,holders,hordes|horsed|shored|holders|,holder|hordes|horsed|shored|solder|holders|
886,11,356,552,swished,wished|wishes|swished|swedish|,wished|wishes|dishes|hissed|swished|swedish|
887,11,457,461,witness,swines|sinews|insets|witness|,twines|wisest|swines|sinews|insets|witness|
888,11,491,352,stagged,staged|gadgets|stagged|,gadget|tagged|staged|gadgets|stagged|
889,11,545,544,impacts,mastic|impacts|,impact|mastic|impacts|
890,11,576,644,induced,dined|diced|induced|,undid|dined|diced|dunce|induce|induced|
891,11,630,717,kilning,lining|inkling|kilning|,liking|lining|linking|inkling|kilning|
892,11,541,816,appeals,apple|lapse|sepal|appeals|,apple|pales|peals|pleas|lapse|leaps|sepal|appeal|apples|appeals|
893,12,359,882,illness,sills|lines|isles|sells|illness|,sills|lines|isles|sells|illness|
894,12,265,852,pending,pined|pinned|ginned|pending|,pined|pinned|ending|ginned|pending|
895,12,160,885,reduces,crudes|educes|deuces|secured|reduces|,secure|rescue|crudes|seduce|educes|deuces|creeds|reduce|secured|rescued|reduces|
896,12,51,683,routine,orient|triune|routine|,orient|triune|routine|
897,12,136,554,wearing,gnawer|regain|wearing|,gnawer|regain|wearing|
898,12,249,599,royalty,royal|royalty|,royal|royalty|
899,12,301,653,demount,mounted|demount|,mounted|demount|
900,12,301,537,canners,cranes|scanner|canners|,cranes|canner|scanner|canners|
901,12,289,457,integer,entire|regent|integer|,entire|regent|integer|treeing|
902,12,327,406,besides,bides|sides|seeds|besides|,bides|sides|seeds|beside|besides|
903,12,397,534,moments,memos|omens|notes|tones|moments|,memos|meson|omens|onset|notes|tones|stone|moment|moments|
904,12,451,532,strings,stings|strings|,string|stings|strings|
905,12,497,627,torture,retort|router|turret|torture|,retort|router|turret|torture|
906,12,577,636,assumed,massed|amused|assumed|,assume|amuses|massed|amused|assumed|
907,12,596,579,brokers,bores|robes|sober|brokers|,broke|bores|robes|sober|broker|brokers|
908,12,695,537,warrant,arrant|warrant|,arrant|warrant|
909,11,250,756,seasons,oases|noses|seasons|,oases|noses|season|seasons|
910,11,176,743,pissing,spins|snips|sings|signs|pissing|,spins|snips|sings|signs|pissing|
911,11,112,770,younger,rouge|rogue|younger|,young|rouge|rogue|younger|
912,11,107,861,rapidly,rapid|plaid|daily|rapidly|,rapid|laird|dairy|diary|plaid|daily|rapidly|
913,11,204,914,sifting,gifts|siting|sifting|,gifts|sting|siting|sifting|
914,11,268,888,outline,until|inlet|outline|,until|untie|unite|inlet|outline|
915,11,274,818,demands,madden|amends|sadden|demands|,demand|madden|amends|sadden|demands|
916,11,348,655,tracked,traced|tacked|racked|tracked|,racket|traced|redact|tacked|racked|tracked|
917,11,356,552,consult,consul|consult|,consul|counts|locust|consult|
918,11,457,461,greatly,gyrate|argyle|realty|greatly|,gyrate|argyle|realty|greatly|
919,11,491,352,cycling,cynic|cling|lying|cycling|,cynic|cling|lying|clingy|cycling|
920,11,545,544,pentium,untie|unite|minute|pentium|,inept|input|untie|unite|impute|minute|pentium|
921,11,576,644,gallery,really|allergy|gallery|,really|allergy|gallery|
922,11,630,717,protein,orient|pointer|protein|,orient|pointer|protein|
923,11,541,816,stretch,crest|chest|stretch|,crest|certs|chest|retch|stretch|
924,12,359,882,permits,primes|remits|merits|miters|permits|,permit|primes|priest|sprite|stripe|remits|merits|miters|mister|permits|
925,12,265,852,cleaner,cereal|cleaner|,cereal|cleaner|
926,12,160,885,cricket,trick|trice|ticker|cricket|,trick|trice|ticker|cricket|
927,12,51,683,feigned,fiend|fined|feeding|feigned|,fiend|fined|feign|define|feeding|feigned|
928,12,136,554,olympic,imply|comply|policy|myopic|olympic|,imply|comply|policy|myopic|olympic|
929,12,249,599,customs,scums|smuts|scouts|customs|,scout|scums|costs|ousts|smuts|musts|custom|scouts|customs|
930,12,301,653,decline,lined|niece|decline|,lined|niece|decline|
931,12,301,537,proceed,recode|proceed|,recode|proceed|
932,12,289,457,founder,fonder|refund|founder|,fonder|refund|founder|
933,12,327,406,dispute,stupid|upside|dispute|,stupid|upside|duties|suited|dispute|
934,12,397,534,adverse,erased|versed|adverse|,erased|versed|adverse|
935,12,451,532,excerpt,except|expect|expert|excerpt|,except|expect|expert|excerpt|
936,12,497,627,perfume,rupee|perfume|,rupee|perfume|
937,12,577,636,restore,resort|stereo|restore|,resort|stereo|restore|
938,12,596,579,reactor,crater|carrot|reactor|,crater|tracer|rector|carrot|creator|reactor|
939,12,695,537,passage,sagas|sages|gases|passage|,gasps|gapes|sagas|sages|gases|passage|
940,11,250,756,headset,heated|sedate|headset|,deaths|heated|seated|sedate|teased|headset|
941,11,176,743,extract,exact|crate|tract|extract|,extra|exact|trace|react|crate|cater|treat|tract|extract|
942,11,112,770,markers,makers|remarks|markers|,remark|marker|makers|remarks|markers|
943,11,107,861,decades,ceased|decades|,decade|ceased|decades|
944,11,204,914,raising,raisin|airing|rising|raising|,raisin|grains|airing|rising|siring|arising|raising|
945,11,268,888,railway,warily|airway|railway|,warily|airway|railway|
946,11,274,818,pointed,point|depot|noted|pointed|,point|opted|depot|pined|noted|toned|pointed|
947,11,348,655,saucing,gains|using|casing|saucing|,gains|using|suing|casing|causing|saucing|
948,11,356,552,mistake,smite|stake|mistake|,smite|steam|stake|steak|skate|mistake|
949,11,457,461,mineral,marine|remain|mailer|mineral|,marine|remain|mailer|mineral|
950,11,491,352,fortune,front|often|tenor|fortune|,front|forte|often|outer|route|tenor|fortune|
951,11,545,544,declaim,malice|medical|declaim|,malice|calmed|mailed|claimed|medical|declaim|
952,11,576,644,tracker,racket|crater|tracker|,racket|tracer|crater|tracker|
953,11,630,717,screens,scenes|sneers|screens|censers|,screen|recess|scenes|sneers|screens|censers|
954,11,541,816,planner,plane|learn|planer|planner|,plane|panel|penal|paler|pearl|learn|planer|planner|
955,12,359,882,aortic,ratio|actor|aortic|,ratio|actor|aortic|
956,12,265,852,stadium,audits|admits|datums|stadium|,audits|admits|amidst|datums|stadium|
957,12,160,885,costume,custom|comets|costume|,custom|comets|costume|
958,12,51,683,painted,pained|panted|painted|,pained|panted|pedant|detain|painted|
959,12,136,554,artwork,arrow|artwork|,arrow|artwork|
960,12,249,599,ethical,teach|cheat|leach|ethical|,lithe|teach|cheat|lathe|leach|latch|ethical|
961,12,301,653,schemes,seems|meshes|schemes|,chess|seems|scheme|meshes|schemes|
962,12,301,537,neutral,neural|rental|neutral|,nature|neural|unreal|rental|neutral|
963,12,289,457,equally,equal|quell|alley|equally|,equal|quell|alley|equally|
964,12,327,406,reviled,levied|relied|relived|reviled|,levied|veiled|drivel|relied|derive|relive|revile|deliver|relived|reviled|
965,12,397,534,enhance,hence|enhance|,hence|enhance|
966,12,451,532,storied,stored|sorted|steroid|storied|,editor|rioted|stride|stored|sorted|steroid|storied|
967,12,497,627,hardest,threads|trashed|hatreds|hardest|,thread|hatred|hearts|haters|shared|threads|trashed|hatreds|hardest|
968,12,577,636,weapons,spawn|weapons|,weans|wanes|pawns|spawn|panes|napes|peons|opens|weapon|weapons|
969,12,596,579,charged,arched|graced|charged|,charge|arched|graced|charged|
970,12,695,537,shipped,shied|spied|piped|sipped|shipped|,shied|hides|pipes|spied|piped|sipped|shipped|
971,11,250,756,outlets,tousle|outset|outlets|,outlet|tousle|outset|outlets|
972,11,176,743,wishing,wings|swing|wishing|,wings|swing|wishing|
973,11,112,770,cologne,colon|clone|cologne|,colon|clone|cologne|
974,11,107,861,touched,outed|douche|touched|,touch|outed|chute|dutch|douche|touched|
975,11,204,914,mandate,mated|tamed|tandem|mandate|,adman|amend|named|mated|tamed|tandem|mandate|
976,11,268,888,bouquet,quote|bouquet|,quote|bouquet|
977,11,274,818,poultry,truly|portly|poultry|,truly|portly|poultry|
978,11,348,655,hygiene,hinge|neigh|hygiene|,hinge|neigh|hygiene|
979,11,356,552,polymer,reply|employ|polymer|,reply|employ|polymer|
980,11,457,461,depress,speeds|pressed|depress|,speeds|pressed|depress|
981,11,491,352,justify,fusty|justify|,fusty|justify|
982,11,545,544,locking,logic|login|locking|,logic|login|clink|cling|locking|
983,11,576,644,welding,lined|winged|dewing|welding|,wield|widen|lined|glide|winged|dewing|welding|
984,11,630,717,triumph,trump|thump|triumph|,mirth|trump|thump|triumph|
985,11,541,816,tasting,sating|stating|tasting|,taints|titans|sating|giants|stating|tasting|
986,12,359,882,outwork,workout|outwork|,workout|outwork|
987,12,265,852,concord,croon|cordon|concord|,croon|donor|condor|cordon|concord|
988,12,160,885,bounder,burned|burden|rebound|bounder|,burned|burden|rebound|bounder|
989,12,51,683,sprayer,repays|prayers|sprayer|,prayer|repays|sparer|prayers|sprayer|
990,12,136,554,teaches,cheats|sachet|etches|teaches|,cheats|chaste|sachet|etches|teaches|
991,12,249,599,cleared,cradle|dealer|declare|cleared|,cradle|dealer|leader|cereal|declare|cleared|creedal|
992,12,301,653,counted,outed|noted|toned|counted|,count|ounce|dunce|donut|outed|noted|toned|counted|
993,12,301,537,lighted,tiled|eight|delight|lighted|,glide|tiled|legit|lithe|eight|light|delight|lighted|
994,12,289,457,travels,averts|alerts|ravels|travels|,travel|averts|starve|alerts|ravels|slaver|travels|
995,12,327,406,expired,pried|pride|expired|,pried|pride|expire|expired|
996,12,397,534,routing,ruing|outing|touring|routing|,ingot|groin|ruing|outing|touring|routing|
997,12,451,532,obesity,obeys|bites|bytes|obesity|,besot|obeys|bites|bytes|obesity|
998,12,497,627,beaters,eaters|rebates|berates|beaters|,rebate|berate|beater|barest|eaters|easter|rebates|berates|beaters|
999,12,577,636,tasking,asking|skating|staking|tasking|,asking|sating|giants|taking|skating|staking|tasking|takings|
1000,12,596,579,numeric,mincer|cerium|numeric|,mincer|cerium|numeric|
1001,12,695,537,cardiac,acrid|cicada|cardiac|,acrid|cicada|cardiac|
1002,11,250,756,bowling,bowing|lowing|blowing|bowling|,goblin|bowing|lowing|blowing|bowling|
1003,11,176,743,madness,amends|sedans|madness|,amends|massed|sedans|madness|
1004,11,112,770,density,destiny|density|,destiny|density|
1005,11,107,861,longest,longs|glens|tones|longest|,longs|ogles|glens|tongs|onset|notes|stone|tones|longest|
1006,11,204,914,heather,hearth|heater|heather|,hearth|heater|heather|
1007,11,268,888,marking,arming|making|raking|marking|,margin|arming|making|raking|marking|
1008,11,274,818,garners,ranges|angers|garners|,garner|ranges|angers|garners|
1009,11,348,655,version,senior|version|,senior|version|
1010,11,356,552,fathers,haters|hearts|earths|fathers|,father|strafe|afresh|haters|hearts|earths|fathers|
1011,11,457,461,reclaim,mailer|malice|miracle|reclaim|,mailer|malice|miracle|reclaim|
1012,11,491,352,magical,magic|claim|magical|,magic|claim|magical|
1013,11,545,544,penguin,unpin|penguin|,unpin|penguin|
1014,11,576,644,medical,malice|declaim|medical|,calmed|mailed|malice|declaim|claimed|medical|
1015,11,630,717,distant,taints|distant|,titans|taints|distant|
1016,11,541,816,muscles,mussel|muscles|,muscle|mussel|muscles|
1017,12,359,882,emerald,remade|dermal|leader|emerald|,remade|reamed|dermal|leader|dealer|emerald|
1018,12,265,852,pushing,punish|pushing|gunship|,punish|pushing|gunship|
1019,12,160,885,inquire,urine|inquire|,urine|inquire|
1020,12,51,683,pockets,pocks|pokes|poets|pecks|socket|pockets|,pocks|copes|copse|scope|pokes|spoke|poets|pecks|speck|stock|pocket|socket|pockets|
1021,12,136,554,picking,icing|picking|,icing|piking|picking|
1022,12,249,599,farming,grain|arming|margin|farming|,grain|faring|faming|arming|margin|framing|farming|
1023,12,301,653,relates,alerts|alters|eaters|relates|,relate|alerts|alters|staler|eaters|easter|teasel|relates|
1024,12,301,537,vampire,ramie|revamp|vampire|,viper|aimer|ramie|prime|revamp|vampire|
1025,12,289,457,mileage,email|agile|liege|mileage|,email|image|gleam|agile|liege|eagle|mileage|
1026,12,327,406,assured,assure|duress|assured|,assure|duress|assured|
1027,12,397,534,outputs,putout|outputs|,output|putout|outputs|
1028,12,451,532,aquatic,acquit|aquatic|,acquit|aquatic|
1029,12,497,627,tithing,thing|night|tithing|,tight|thing|night|hitting|tithing|
1030,12,577,636,boarder,border|broader|boarder|,border|broader|boarder|
1031,12,596,579,corners,censor|scorer|snorer|corners|,corner|censor|scorer|snorer|corners|
1032,12,695,537,boating,obtain|boating|,obtain|boating|
1033,11,250,756,missile,smiles|similes|missile|,simile|smiles|similes|missile|
1034,11,176,743,declare,dealer|cleared|dec,
1035,11,112,770,coating,action|coting|coating|,cation|action|coting|acting|coating|
1036,11,107,861,geology,gooey|leggy|geology|,gooey|leggy|geology|
1037,11,204,914,scholar,corals|carols|choral|scholar|,corals|carols|choral|scholar|
1038,11,268,888,trustee,truest|utters|street|trustee|,truest|utters|tester|street|trustee|
1039,11,274,818,varying,raving|raying|varying|,raving|raying|varying|
1040,11,348,655,elector,creole|elector|,creole|elector|
1041,11,356,552,strikes,skirts|sister|resist|strikes|,strike|skirts|sister|resist|skiers|strikes|
1042,11,457,461,blocked,locked|blocked|,locked|blocked|
1043,11,491,352,toddler,toddle|retold|toddler|,toddle|retold|toddler|
1044,11,545,544,fifteen,feint|fifteen|,feint|fifteen|
1045,11,576,644,refined,refine|friend|fender|refined|,refine|friend|finder|defier|fender|define|refined|
1046,11,630,717,relying,linger|relying|,linger|relying|
1047,11,541,816,tactics,tactic|attics|static|tactics|,tactic|attics|static|tactics|
1048,9,197,654,caption,action|cation|caption|,action|cation|caption|
1049,9,138,737,related,leader|dealer|treadle|related|,relate|elated|leader|dealer|alerted|treadle|related|
1050,9,76,820,knights,thinks|nights|things|knights|,knight|thinks|nights|things|knights|
1051,9,149,868,clerics,relics|circles|clerics|,circle|cleric|relics|slicer|circles|clerics|
1052,9,250,878,formers,former|reforms|formers|,sorer|reform|former|reforms|formers|
1053,9,336,837,blessed,sleds|seeds|bleeds|blessed|,bless|bleed|sleds|seeds|bleeds|blessed|
1054,9,358,734,regalia,large|glare|aerial|regalia|,large|glare|regal|agile|aerial|regalia|
1055,9,377,636,twisted,widest|witted|twisted|,widest|witted|twisted|
1056,9,432,548,gallery,really|allergy|gallery|,really|allergy|gallery|
1057,9,626,442,evident,envied|vented|evident|,envied|vented|evident|
1058,9,662,502,manures,manure|surname|manures|,manure|surname|manures|
1059,9,618,584,signori,origin|rising|origins|signori|,origin|groins|rising|siring|origins|signori|
